视频名称,up主,播放量,评论数,收藏数,点赞数,投币数,分享数,发布地点,发布时间,视频时长,推荐理由,BV号
第235道菜: 可露丽 法国宝藏甜点 历经验证的完美配方和做法,Elin造梦想的厨房,308054,178,17277,33782,2754,1602,上海,1712635456,415,美食制作·人气飙升,BV1SZ421i7vh
穿中山装，镇压一切邪恶。你们要的中山装铁子们。,卖蛋糕的可爱杨,756841,627,7239,92107,1686,2027,云南,1712636734,23,9万点赞,BV18p42197eh
“老东西，我们走了以后也要保持童心噢”,自动鬼畜中的WZ,437481,1259,26170,70055,41727,4014,江苏,1712376000,205,6万点赞,BV17x421U7QH
想学五角星今天就来教小朋友们编嘛，学会了还是发来看看哦,爷爷的那些手艺,137969,465,14655,76263,22957,327,重庆,1712550496,824,7万点赞,BV1SE421M79G
越优秀的人越努力,余帅的名校行,3552926,0,19119,122705,5267,7327,浙江,1712334806,110,百万播放,BV1fA4m1A77U
广州,MOJi辞書,699386,7008,10651,21356,2302,18252,广东,1712600783,914,1万分享,BV1wE42137Qu
好莱坞真学霸的含金量！这大姐真是神经生物学博士啊！,电影冷知识,207479,526,1666,27397,678,116,吉林,1712733425,241,,BV1uA4m1F7aF
网文“癫狂”时代开启，中原五白落幕，中原五绝能否再创网文巅峰？,网络小说排行榜,372991,1902,5296,15478,1601,465,江苏,1712656610,642,,BV1Xq421F7i5
当办公室有个显小的老师,潇潇学姐lady,1544167,106,3544,132630,525,132,黑龙江,1712658714,63,,BV1RK421h7z6
手撕保险柜、拳打霸道黑帮！一拳刑警超燃回归，再次破票房纪录！《犯罪都市3》,阿斗归来了,1007726,4653,6660,54853,18029,931,湖北,1712570390,1413,5万点赞,BV1VJ4m1L7AH
权限狗网瘾戒除计划（3）,csd777,236477,701,3653,27466,18531,358,湖北,1712668347,412,网络游戏·人气飙升,BV1ip42197LL
巩哥吃黄连……,老冯的一天,264069,96,737,33708,926,227,天津,1712656830,88,,BV1Vt421J7ks
魔兽世界国服夏季上线？炉石守望星际风暴何时回归？一个视频解答你的疑问！,夏一可,257406,2590,1105,12784,3178,3255,上海,1712723954,453,,BV1Fm421E7mB
西双版纳拇指玉米 —— 一年四季都有的软糯香甜【滇西小哥】,滇西小哥,116433,1064,1393,13427,7206,278,云南,1712743200,1038,,BV12A4m1w7Uy
一个异火卖3000？不如改名叫斗破钱包：三年死肝！,林虎_LinHu,466799,608,2028,18536,3375,539,湖北,1712654100,410,,BV17m4116765
《破戒！爽！》,伤心欲茄222,1048805,978,7032,149183,1906,2842,辽宁,1712656124,72,百万播放,BV1bF4m1K7YJ
《蔚蓝档案The Animation》片头曲 - 青春档案,蔚蓝档案,150045,343,10282,26466,8433,1806,上海,1712718000,91,,BV1TZ421q7Qv
《重生之我在霸总短剧里当保姆9》王妈外出打工记,七颗猩猩QKXX,2816306,7061,23112,253961,9921,9131,湖北,1712481985,272,百万播放,BV1SZ421e7hL
霸总的她回来了！,派小轩,1358191,1206,5800,149274,6358,1848,北京,1712569650,135,大家都在搜,BV1Am411B7UQ
“最后一波这一刀居合 又是多少橘右京玩家的梦”,北古橘右京,875579,329,2413,37805,604,516,广东,1712466826,137,,BV1qq421F7s1
学了五年动画 3D还原猫和老鼠,我有个动画师朋友,1107858,2138,13315,90513,7073,11820,福建,1712385902,249,百万播放,BV16Z421e73k
在“贫穷”的尼泊尔消费1000元，一路体验相当刺激,蕾儿乔什看世界,97398,3313,1729,10328,9231,633,尼泊尔,1712742911,2440,,BV1ym42177Hy
暴雪回归，今天属于你,走路摇ZLY,392454,76,7129,33918,1577,1886,浙江,1712735336,13,,BV19z421k7hK
高情商可以，但不能没骨气,这个月-,584585,405,19330,54942,1932,881,上海,1712579243,250,5万点赞,BV1BT421m7MX
⚡我 在 5:20 砍 树，13:14打 狗 熊⚡,消失的四次元口袋,315804,494,9726,23895,9159,980,新疆,1712487840,158,人力VOCALOID·人气飙升,BV1VK421a7BB
赛博朋克中的巨大谜团：FF 06 B5，突破第四面墙！,太阳游戏百科全说,154872,369,4593,14508,1841,1169,湖北,1712676690,891,,BV19m4217761
“我在5:20睡觉13:14准时起！”,深夜摆烂者,152923,252,6915,16460,6693,403,河南,1712545220,156,人力VOCALOID·人气飙升,BV14q421F7rN
“这便是他在科幻圈封神的原因！”,wrizedm,372057,201,4015,22561,1407,180,北京,1712498299,158,,BV1zM4m197Ny
骗过车机！纯视觉的特斯拉，眼神真的不太好！我自己是不敢用AP了,下尺报告,234117,1739,3184,12722,7798,1382,浙江,1712586120,862,,BV191421m7zx
神 威 难 藏 泪,安静君,231584,226,3870,29778,2848,3650,山东,1712724206,41,很多人点赞,BV1Nx421m7BS
【崩坏星穹铁道】星铁钟离？首位限定盾辅！砂金值不值得抽？光锥 配队 遗器 材料 技能 命运从未公平,梦轩dada,160028,799,1475,10057,2938,895,浙江,1712721900,1126,,BV1zA4m1w71Y
这才是吃猪蹄的天花板，先卤后涮，泼上满满的麻酱，美,胖龙的小生活,575377,2608,1307,25057,4706,716,河南,1712655000,588,,BV1Rm411z7xg
我好像整了个水滴，大家注意闪避！,皮卡悠,1092299,2343,12698,82877,11003,1629,广东,1712491500,452,8万点赞,BV1nZ421B7He
抛弃Lisa，设计师要去香奈儿？富家千金上演回家的诱惑？深度解析【Celine思琳2024秋冬成衣秀】,AHALOLO,182523,1113,1252,10856,2930,169,意大利,1712725200,821,,BV14Z421i7vk
刻在骨子里的爱国从不会因为年代而消失，拳拳赤子心，悠悠桑梓情,李维刚的日常,1840681,1985,21774,331750,75099,1962,广东,1712394007,262,百万播放,BV19D42157Ek
小兄弟你科幻片看太多了吧？,马哥巨离谱,212185,351,775,21146,3497,634,广东,1712747521,84,,BV1Nz42117GX
这是一期Q&A,临时工小陈,662681,1749,2398,38486,3535,166,浙江,1712634613,290,,BV11A4m1w7LQ
脑力工作者的3种累&3种较佳的休息方式,YouCore官方,167665,262,8590,4813,2112,2058,河南,1712655333,478,,BV14M4m197t2
如何让摄影机消失在电影的镜子里,尽整没用的,365222,857,11709,15265,1452,1034,湖北,1712633700,785,,BV1L1421o7VN
老公用自己钱换键盘把老婆气哭了？看看心理学博士怎么分析,李博士和他的朋友们,525418,6290,4241,15592,2613,5529,浙江,1712573085,770,,BV1SE421M7fs
小狗可能也想赌一把，今天抱着的这两个人会带它走吗？,油条不拆家,742347,444,6339,122962,89491,1957,河南,1712575956,135,12万点赞,BV1Cp421y7dj
第一次喊有点害羞了,小姜不辣哈,1535077,1589,7398,150023,3475,3390,山东,1712576893,46,,BV1Nm421E7vh
好险 差点去朝鲜了,侯翠翠,174310,758,717,12369,2276,419,辽宁,1712719800,435,,BV1Px421S7sD
童年爆款苦情神剧《我的丑娘》！很好哭，但也很好笑...,虫哥说电影,407773,7820,2820,20460,4012,1914,江苏,1712654400,1478,,BV1fC411V7BA
赶紧跟咱妈妈说，立刻马上不要拖。,李汎的健身日志,1123231,253,44424,104922,4162,8540,福建,1712585309,79,百万播放,BV1Qp421y7CS
流浪汉住上电竞豪华公寓，过上了真正的牛总生活。,浪仔小牛,876699,7433,3161,37564,27894,1930,浙江,1712501828,1120,,BV1mx4y1Y7EL
玉帝，玉帝，我要diss你⚡,MG-AUG-1211,339376,180,2648,17491,3778,3108,河南,1712458800,114,,BV12t421J7Dm
“在大家心中，杰伦最火的歌曲又是哪一首呢？”,周董FM官方音樂电台,1135834,1898,12375,119163,3454,1540,福建,1712301155,279,百万播放,BV1gC411L7mx
第一次粉丝面基，秒变社恐小王！,老王在中国,95986,1249,789,11195,4137,283,四川,1712749524,851,很多人点赞,BV131421m7yj
从开放世界到UGC玩法，宛如手游版GTA ——《极品飞车：集结》新PV解读,籽岷,346231,77,1518,27030,692,78,上海,1712659500,231,手机游戏·人气飙升,BV18p42197hf
探秘潮汕美食宇宙！中国最新鲜火锅，10盘牛肉吃过瘾！,食贫道,514476,7834,6178,35046,13367,5717,山东,1712658600,1961,美食侦探·人气飙升,BV16z421y7ux
乐评新游 归龙潮三测 越改越糟 尬穿地球 建议重新打磨,东方寒兔,109526,1259,1281,12338,3657,1703,北京,1712741741,878,很多人点赞,BV11m42177WU
记录一下我们改造300年乾隆年间荒废小院的过程！,逃源a,292665,772,3295,30589,5564,550,福建,1712543952,266,很多人点赞,BV1dp421y7Vv
“节奏大师”,亚撒西の士道,1527845,286,70429,250180,18010,9051,云南,1712410061,17,百万播放,BV1BH4y1n7Mn
秽土转生斑,安静君,613314,529,10599,73623,1727,7008,山东,1712213659,43,7万点赞,BV1yq421w7gT
俄罗斯人名字里“诺夫”和“斯基”究竟是什么意思？,俄罗斯导游阿杜,371712,839,5183,48631,926,383,俄罗斯,1712628300,101,人文历史·人气飙升,BV1cE421u78X
见到主人的那一瞬间就像个找到家的小孩子…第一次见识到网络的力量，4个小时找到主人,油条不拆家,582528,396,5562,124845,40656,1581,河南,1712621874,110,12万点赞,BV1yE421M7WS
【上古神战】来自2012年的武林高手对决，恐怖如斯！,-超级小能猫-,186111,405,4350,26489,1240,961,海南,1712665972,169,,BV1Hm411B7Cc
奶奶第一次见美国亲家，忍不住哭了：希望你们把他当亲儿子！,田纳西Jay和Ari,480669,3537,2631,28453,10381,568,河南,1712630740,950,,BV1FZ421v7oh
市值暴跌50亿！资本撤场，口碑崩塌，百果园为什么卖不动了？,财经不眠姐,380102,1480,1476,14744,689,1005,广东,1712659056,589,,BV1Er42147vo
终于知道为什么有人戴假发那么逼真了，这么多道具这么多工序，都精致到每一根头发丝了,YouTube精彩视频-,4134686,777,11520,189385,717,1558,湖南,1712299907,78,,BV1Aj421R7yK
我的课题跟我不亲,迂磨二公子,255847,77,607,30992,712,123,广东,1712741002,71,,BV1gx421S7SZ
《想带你去迪士尼》,KnowKnow,167086,299,1019,6802,1730,5714,四川,1712678437,153,,BV16x421U7SN
最强葫芦七圣人1-999集尊享版,叶良辰MVP,2113483,837,149689,18916,6576,680,山东,1712287479,3705,,BV1Jt421n7fM
如何看待网络热门视频“吃到去世十年爷爷种的韭菜”？【主播说三农】,央视农业,359600,425,1139,45831,1085,402,,1712669720,142,,BV1jE421u7js
如何给大佬设局，中间的操作直接封神 处处算计，暗藏对人性的精准把握,懂一点人情世故,544174,229,5575,66817,778,279,广东,1712560887,246,6万点赞,BV1Dz421k7CB
鱼香茄子土豆牛肉黑椒肠坛子肉拌饭,巨爱吃的周黑鸭,656963,671,3320,57915,1292,1745,北京,1712571244,265,5万点赞,BV1Qz421k7Lt
红警密密麻麻的飞行兵！简直不要太恐怖了！,红警HBK08,252988,1417,634,16934,1679,103,江西,1712707200,719,,BV1uH4y1M7ng
【warma】诶，你有没有听见花在说话？,Warma,1462464,766,33839,125221,37311,3509,云南,1712566800,201,12万点赞,BV1PZ421q7VF
【奥运冠军的脊医博士后】腰突出了不要怕 硬核3招有效,脊医博士鹏哥,464715,220,17724,24704,4518,4982,上海,1712572938,602,,BV1zE421M72Q
奥特曼申请出转,-宋瑶,2123554,2143,26762,181319,22586,48634,北京,1712408330,68,百万播放,BV18T421m7L9
爆肝40天120000字，挑战全网最细唐人街探案宇宙全系列！希望有500收藏就行,不善言辞的秃秃,165794,940,9233,11854,9167,506,广东,1712634900,33565,,BV1LJ4m1L7Xf
【炸弹人】这些诡异画面你都见过吗——这游戏竟有这么多秘密,游戏漫聊,187594,2062,2040,8823,3016,413,吉林,1712664321,897,,BV1H1421m71Q
快接一波健康，发财，上岸！,_张天琪,754871,4199,6322,133352,25766,326,四川,1712579208,188,13万点赞,BV1KM4m1Q7eA
现场观看皇马3-3曼城神仙比赛太精彩了！简直欧洲德比！,汉青书半霍去病,311747,3449,839,6680,1088,390,西班牙,1712723177,623,,BV1Fx421S7kf
有多少boss能战胜“最佳演出Boss”称号的教条？,我是谁压实度,140748,296,2232,12679,7332,169,江苏,1712717313,574,,BV1wD421s7D3
耗时40天用牛骨和竹子，做套“竹骨麻将”是什么体验？,苗大冬,254886,910,1299,14619,10333,326,河南,1712653200,283,,BV1np42197cU
氪不容缓：集齐4大泰坦怪兽，4种死法你选一个？,著名神经哥,260612,303,4401,23410,5840,296,湖南,1712651078,319,,BV1TD421s7vR
今天模仿的三位女二都是超级女神级别了！斗胆模仿一下神韵，大家轻点喷哈哈哈哈,李如儒也是李蠕蠕,1192858,1289,4300,130951,5368,262,广东,1712572800,91,,BV1ip421y7UH
《瘦弱可爱的同学》,坤坤不会整活,892619,832,15502,113688,1598,3697,浙江,1712280808,116,11万点赞,BV1Jz421Z7tk
没想到这个视频我能出第二期,挪威老王,265029,659,1589,36391,1829,254,挪威,1712665688,191,,BV1x1421m7sd
广州最好吃的大排档！顶级锅气，每一道菜都精彩！,渣叔爱酒,565867,1322,11191,42617,13895,8183,广东,1712577453,397,,BV1VE421u7Fv
这消息可真消息啊,池野林Club,1478863,136,6811,129639,1394,5348,四川,1712584187,51,,BV131421m7kp
瑟莉姆还能更瑟吗？当然能！！！,我是老鱼哒,681940,629,17538,91668,1488,4804,辽宁,1712646000,41,9万点赞,BV1GC41157Kg
多尔衮演成二愣子和酒蒙子！《无限超越班》全员造孽,开心嘴炮,233494,2127,947,10901,952,696,湖北,1712716800,646,,BV14M4m1Q71e
我把《赤色要塞》重制成了高清次世代版,绝处逢生的赵大哥,774593,2807,9024,54268,40020,1548,江苏,1712489302,689,,BV1Em421E7RG
【开箱】提完小米SU7实在没绷住，剪了一期路人反应...,陈抱一,1314217,4713,6932,56473,15095,18797,湖北,1712546538,625,,BV15r421x7uV
5.20am，河南小伙点根烟唱起了从前,鬼叔黍,136969,369,1638,12311,5369,771,广东,1712718528,160,,BV1mm421779N
简简单单吃肉,敦煌老马-羊头,276998,454,1018,30141,551,655,甘肃,1712655296,136,,BV1wx421m7ev
经典《阎王点卯2.0》返场,悠悠球琛总,2036638,610,24210,314959,12639,14995,天津,1712402336,64,百万播放,BV1jx421S7h5
【奥特闲谈】副奥们：圆谷你欠我这的营养你拿什么还？！,在下三少啦,85129,750,1841,10917,1981,111,吉林,1712745000,816,,BV1dm411q7F9
把星铁做成国漫番剧！爆肝一月！星穹修仙传！第三集！,猹泡饭233,516501,1900,17075,63207,24323,2921,浙江,1712570400,465,,BV1sq421c7a8
练车噜,吃了个迟x,526329,398,20388,91926,2051,2963,云南,1712662411,33,9万点赞,BV1JC41157vJ
超顶！周深《月光》清唱版,酷狗音乐,322400,1243,8656,24010,8039,2730,北京,1712568653,239,,BV1BM4m197u1
脱贫第一步，对有钱人祛魅,平原小狐,471166,181,9760,22634,2315,821,浙江,1712571519,568,,BV19D421H76q
不装了！彻底摆烂！2024年1月新番完结吐槽！【泛式】,泛式,2323211,11646,58063,278814,137853,10572,上海,1712399848,685,,BV1ND421s7Wh
对轰世界波！皇马3:3曼城，福登、格瓦迪奥尔、巴尔韦德精彩世界波破门，B席任意球破门,友利Mori,219693,1202,797,7796,1149,979,北京,1712702268,468,,BV16p42197bN
菠神显胖是有原因的，她真的太有实力了！,菠萝赛东的亚洲猛男,1222973,388,2505,10355,567,313,江苏,1712556626,505,,BV1CH4y1T7Nz
此三杯非彼三杯，大会堂版的三杯鸡，为什么没有一滴酱油却酱香满满丨国宴三杯鸡,老饭骨,315646,1496,7488,16803,3815,1301,北京,1712656800,534,,BV1jD421s7QJ
20w买的国产皮卡，去越野居然….,Upspeed盛嘉成,239316,610,2105,13441,2966,1709,上海,1712570700,715,,BV18F4m1T789
天津9.9元包子自助，超大个包子，一个半斤重。你能吃几个？,橙飞一下,943337,3032,1738,41422,3943,2444,天津,1712577202,511,,BV11J4m1G7C7
（猫猫meme）成为智障老师以后被孤独症学生狂遛到开始怀疑人生,智障老师2ga,472857,742,13428,128224,21949,1623,江苏,1712551248,269,,BV18M4m1Q7us
上节目摆烂带娃，女儿哭了我也跟着哭【P4】,圆桌动漫,113795,603,2218,10191,2762,78,上海,1712742444,494,,BV1PE421u7cw
下次顺便假笑两声,魔法幼儿园u,1200552,287,9853,110379,692,1362,湖南,1712552435,23,百万播放,BV1TZ421q7Ey
馋懵了！吃！,张百乔,704434,330,2478,82314,712,992,辽宁,1712574000,225,,BV1BA4m1F76m
小强中午给媳妇做个炒面 配着牛肉火腿 看着就好吃,小强努力吃胖,283867,474,588,13477,3901,162,河南,1712484689,174,,BV1Kx421S7Jx
贝拉小朋友表现很勇敢，今天终于出院了,边牧陈贝拉,255502,361,778,33284,5387,618,浙江,1712666006,222,,BV1Zm411z76p
如果人类在宇宙中发现了比咱们更加落后的文明会怎样？,行者道荣,753988,3103,7069,47473,970,210,浙江,1712585780,241,,BV1Cz421k7tE
蛙蛙强上鳟鱼！！,维C动物园-,203786,444,1978,26897,894,1024,江西,1712666733,294,,BV1rJ4m1G7Nk
替大家试过了，这样转场真的绝,影石Insta360,3446450,835,19331,261900,1833,29132,广东,1712486725,21,百万播放,BV16M4m197mE
《你好暴雪，好久不见》,赤小兔TuTu,177821,679,700,6081,1559,488,江苏,1712712936,271,,BV1qZ421e71Z
猫猫meme版西游记,DY喵呀,733435,183,19998,107174,1505,6530,四川,1712628943,18,10万点赞,BV12D421W7Pm
直到死亡把我们分开,sunny_152,919368,183,30264,76065,24413,3049,广东,1712383975,80,7万点赞,BV17x421S7g4
要打，去练舞室打！,火龙-艾斯库尔,706888,1217,6104,59725,2104,6824,广东,1712504253,72,5万点赞,BV1JF4m1T71F
《老爹被以貌取人的老师当成了班级倒数第一的爹并被大骂了一顿》,霁明明明明,235751,219,2499,25279,1691,215,河南,1712591882,183,,BV1ZZ421e7W7
CCTV6评《你想活出怎样的人生》：宫崎骏永远在创作最后一部作品,央视网快看,241145,185,2387,8008,807,1493,,1712632602,441,,BV1jD421s7G3
我跟花儿一样，真的都会谢,在下铁头阿彪,161818,280,2443,25018,3071,296,四川,1712715000,180,,BV1rZ421e7F7
🪣：想我了吗，博士们？,寨子Jazz,90690,210,2412,12542,2378,426,山东,1712663303,573,,BV1fx4y1Y7Fy
唱歌像便秘,杨杏仁Aries,838903,231,25879,186889,5402,1715,湖北,1712486176,43,18万点赞,BV1Ax421S7hr
2天1晚穿越到一个还在用铜钱的古风小镇是什么体验？我在安徽铜陵发现了现实版桃花源…,宥宥不会喝酒,774188,445,43843,83018,3728,20791,江苏,1712488657,175,,BV18F4m1T7Z8
